ma_region_code,pdp_region_code,state,county_code,geo_statename,geo_county_name,tier_level_value,n_plans,distinct_rxcui,pct_plans_in_tier
,,GA,11920,Georgia,Upson,2,38,38650,18.4466019417475728
,,GA,11920,Georgia,Upson,3,38,37107,18.4466019417475728
,,GA,11920,Georgia,Upson,4,38,49414,18.4466019417475728
,,GA,11920,Georgia,Upson,5,38,45250,18.4466019417475728
,,GA,11920,Georgia,Upson,6,14,4749,6.7961165048543689
,,GA,11921,Georgia,Walker,1,37,34933,20.1086956521739130
,,GA,11921,Georgia,Walker,2,35,32695,19.0217391304347826
,,GA,11921,Georgia,Walker,3,35,30484,19.0217391304347826
,,GA,11921,Georgia,Walker,4,35,41045,19.0217391304347826
,,GA,11921,Georgia,Walker,5,35,34558,19.0217391304347826
,,GA,11921,Georgia,Walker,6,7,1933,3.8043478260869565
,,GA,11930,Georgia,Walton,1,48,61940,19.1235059760956175
,,GA,11930,Georgia,Walton,2,47,51432,18.7250996015936255
,,GA,11930,Georgia,Walton,3,47,46594,18.7250996015936255
,,GA,11930,Georgia,Walton,4,47,60400,18.7250996015936255
,,GA,11930,Georgia,Walton,5,47,56650,18.7250996015936255
,,GA,11930,Georgia,Walton,6,15,4869,5.9760956175298805
,,GA,11940,Georgia,Ware,1,32,32956,19.5121951219512195
,,GA,11940,Georgia,Ware,2,30,26681,18.2926829268292683
,,GA,11940,Georgia,Ware,3,30,26041,18.2926829268292683
,,GA,11940,Georgia,Ware,4,30,38801,18.2926829268292683
,,GA,11940,Georgia,Ware,5,30,29813,18.2926829268292683
,,GA,11940,Georgia,Ware,6,12,3997,7.3170731707317073
,,GA,11941,Georgia,Warren,1,39,53688,19.5000000000000000
,,GA,11941,Georgia,Warren,2,37,38725,18.5000000000000000
,,GA,11941,Georgia,Warren,3,37,35526,18.5000000000000000
,,GA,11941,Georgia,Warren,4,37,48154,18.5000000000000000
,,GA,11941,Georgia,Warren,5,37,44234,18.5000000000000000
,,GA,11941,Georgia,Warren,6,13,4749,6.5000000000000000
,,GA,11950,Georgia,Washington,1,40,54571,19.5121951219512195
,,GA,11950,Georgia,Washington,2,38,39382,18.5365853658536585
,,GA,11950,Georgia,Washington,3,38,37700,18.5365853658536585
,,GA,11950,Georgia,Washington,4,38,50001,18.5365853658536585
,,GA,11950,Georgia,Washington,5,38,45747,18.5365853658536585
,,GA,11950,Georgia,Washington,6,13,4749,6.3414634146341463
,,GA,11960,Georgia,Wayne,1,38,45417,19.4871794871794872
,,GA,11960,Georgia,Wayne,2,36,35696,18.4615384615384615
,,GA,11960,Georgia,Wayne,3,36,31395,18.4615384615384615
,,GA,11960,Georgia,Wayne,4,36,44633,18.4615384615384615
,,GA,11960,Georgia,Wayne,5,36,39927,18.4615384615384615
,,GA,11960,Georgia,Wayne,6,13,4561,6.6666666666666667
,,GA,11961,Georgia,Webster,1,41,54489,19.4312796208530806
,,GA,11961,Georgia,Webster,2,39,40532,18.4834123222748815
,,GA,11961,Georgia,Webster,3,39,36582,18.4834123222748815
,,GA,11961,Georgia,Webster,4,39,49564,18.4834123222748815
,,GA,11961,Georgia,Webster,5,39,45685,18.4834123222748815
,,GA,11961,Georgia,Webster,6,14,4998,6.6350710900473934
,,GA,11962,Georgia,Wheeler,1,36,34642,19.4594594594594595
,,GA,11962,Georgia,Wheeler,2,34,28668,18.3783783783783784
,,GA,11962,Georgia,Wheeler,3,34,29599,18.3783783783783784
,,GA,11962,Georgia,Wheeler,4,34,42147,18.3783783783783784
,,GA,11962,Georgia,Wheeler,5,34,32866,18.3783783783783784
,,GA,11962,Georgia,Wheeler,6,13,3997,7.0270270270270270
,,GA,11963,Georgia,White,1,42,32116,19.1780821917808219
,,GA,11963,Georgia,White,2,41,36594,18.7214611872146119
,,GA,11963,Georgia,White,3,41,37270,18.7214611872146119
,,GA,11963,Georgia,White,4,41,50247,18.7214611872146119
,,GA,11963,Georgia,White,5,41,40790,18.7214611872146119
,,GA,11963,Georgia,White,6,13,3997,5.9360730593607306
,,GA,11970,Georgia,Whitfield,1,29,22766,21.0144927536231884
,,GA,11970,Georgia,Whitfield,2,26,18437,18.8405797101449275
,,GA,11970,Georgia,Whitfield,3,26,20898,18.8405797101449275
,,GA,11970,Georgia,Whitfield,4,26,27056,18.8405797101449275
,,GA,11970,Georgia,Whitfield,5,26,21841,18.8405797101449275
,,GA,11970,Georgia,Whitfield,6,5,1245,3.6231884057971014
,,GA,11971,Georgia,Wilcox,1,40,46075,19.4174757281553398
,,GA,11971,Georgia,Wilcox,2,38,36050,18.4466019417475728
,,GA,11971,Georgia,Wilcox,3,38,34008,18.4466019417475728
,,GA,11971,Georgia,Wilcox,4,38,45657,18.4466019417475728
,,GA,11971,Georgia,Wilcox,5,38,41547,18.4466019417475728
,,GA,11971,Georgia,Wilcox,6,14,4561,6.7961165048543689
,,GA,11972,Georgia,Wilkes,1,39,58048,19.5000000000000000
,,GA,11972,Georgia,Wilkes,2,37,39545,18.5000000000000000
,,GA,11972,Georgia,Wilkes,3,37,37446,18.5000000000000000
,,GA,11972,Georgia,Wilkes,4,37,49542,18.5000000000000000
,,GA,11972,Georgia,Wilkes,5,37,45814,18.5000000000000000
,,GA,11972,Georgia,Wilkes,6,13,4749,6.5000000000000000
,,GA,11973,Georgia,Wilkinson,1,39,52441,19.4029850746268657
,,GA,11973,Georgia,Wilkinson,2,37,39630,18.4079601990049751
,,GA,11973,Georgia,Wilkinson,3,37,35562,18.4079601990049751
,,GA,11973,Georgia,Wilkinson,4,37,48964,18.4079601990049751
,,GA,11973,Georgia,Wilkinson,5,37,44348,18.4079601990049751
,,GA,11973,Georgia,Wilkinson,6,14,4561,6.9651741293532338
,,GA,11980,Georgia,Worth,1,31,42338,20.1298701298701299
,,GA,11980,Georgia,Worth,2,29,26736,18.8311688311688312
,,GA,11980,Georgia,Worth,3,29,26325,18.8311688311688312
,,GA,11980,Georgia,Worth,4,29,37624,18.8311688311688312
,,GA,11980,Georgia,Worth,5,29,29695,18.8311688311688312
,,GA,11980,Georgia,Worth,6,7,1933,4.5454545454545455
,,HI,12010,Hawaii,Hawaii,1,14,21220,27.4509803921568627
,,HI,12010,Hawaii,Hawaii,2,9,8292,17.6470588235294118
,,HI,12010,Hawaii,Hawaii,3,9,7158,17.6470588235294118
,,HI,12010,Hawaii,Hawaii,4,9,6554,17.6470588235294118
,,HI,12010,Hawaii,Hawaii,5,9,8182,17.6470588235294118
,,HI,12010,Hawaii,Hawaii,6,1,60,1.9607843137254902
,,HI,12020,Hawaii,Honolulu,1,21,24753,21.6494845360824742
,,HI,12020,Hawaii,Honolulu,2,18,16260,18.5567010309278351
,,HI,12020,Hawaii,Honolulu,3,18,12877,18.5567010309278351
,,HI,12020,Hawaii,Honolulu,4,18,13404,18.5567010309278351
,,HI,12020,Hawaii,Honolulu,5,18,15256,18.5567010309278351
,,HI,12020,Hawaii,Honolulu,6,4,429,4.1237113402061856
,,HI,12030,Hawaii,Kalawao,1,7,11846,30.4347826086956522
,,HI,12030,Hawaii,Kalawao,2,4,4200,17.3913043478260870
,,HI,12030,Hawaii,Kalawao,3,4,2326,17.3913043478260870
,,HI,12030,Hawaii,Kalawao,4,4,2292,17.3913043478260870
,,HI,12030,Hawaii,Kalawao,5,4,3178,17.3913043478260870
,,HI,12040,Hawaii,Kauai,1,17,22824,24.6376811594202899
,,HI,12040,Hawaii,Kauai,2,13,8502,18.8405797101449275
,,HI,12040,Hawaii,Kauai,3,13,10450,18.8405797101449275
,,HI,12040,Hawaii,Kauai,4,13,10397,18.8405797101449275
,,HI,12040,Hawaii,Kauai,5,13,9903,18.8405797101449275
,,HI,12050,Hawaii,Maui,1,18,23272,25.0000000000000000
,,HI,12050,Hawaii,Maui,2,13,12114,18.0555555555555556
,,HI,12050,Hawaii,Maui,3,13,10568,18.0555555555555556
,,HI,12050,Hawaii,Maui,4,13,10538,18.0555555555555556
,,HI,12050,Hawaii,Maui,5,13,11992,18.0555555555555556
,,HI,12050,Hawaii,Maui,6,2,120,2.7777777777777778
,,IA,16000,Iowa,Adair,1,21,27517,20.7920792079207921
,,IA,16000,Iowa,Adair,2,19,15358,18.8118811881188119
,,IA,16000,Iowa,Adair,3,19,18871,18.8118811881188119
,,IA,16000,Iowa,Adair,4,19,23026,18.8118811881188119
,,IA,16000,Iowa,Adair,5,19,19117,18.8118811881188119
,,IA,16000,Iowa,Adair,6,4,1281,3.9603960396039604
,,IA,16010,Iowa,Adams,1,21,27518,20.0000000000000000
,,IA,16010,Iowa,Adams,2,20,15334,19.0476190476190476
,,IA,16010,Iowa,Adams,3,20,18787,19.0476190476190476
,,IA,16010,Iowa,Adams,4,20,22983,19.0476190476190476
,,IA,16010,Iowa,Adams,5,20,19011,19.0476190476190476
,,IA,16010,Iowa,Adams,6,4,1281,3.8095238095238095
,,IA,16020,Iowa,Allamakee,1,16,9413,19.0476190476190476
,,IA,16020,Iowa,Allamakee,2,16,14348,19.0476190476190476
,,IA,16020,Iowa,Allamakee,3,16,16619,19.0476190476190476
,,IA,16020,Iowa,Allamakee,4,16,21910,19.0476190476190476
,,IA,16020,Iowa,Allamakee,5,16,17591,19.0476190476190476
,,IA,16020,Iowa,Allamakee,6,4,1545,4.7619047619047619
,,IA,16030,Iowa,Appanoose,1,21,27517,20.7920792079207921
,,IA,16030,Iowa,Appanoose,2,19,15358,18.8118811881188119
,,IA,16030,Iowa,Appanoose,3,19,18871,18.8118811881188119
,,IA,16030,Iowa,Appanoose,4,19,23026,18.8118811881188119
,,IA,16030,Iowa,Appanoose,5,19,19117,18.8118811881188119
,,IA,16030,Iowa,Appanoose,6,4,1281,3.9603960396039604
,,IA,16040,Iowa,Audubon,1,18,26099,20.0000000000000000
,,IA,16040,Iowa,Audubon,2,17,14314,18.8888888888888889
,,IA,16040,Iowa,Audubon,3,17,15452,18.8888888888888889
,,IA,16040,Iowa,Audubon,4,17,20728,18.8888888888888889
,,IA,16040,Iowa,Audubon,5,17,16565,18.8888888888888889
,,IA,16040,Iowa,Audubon,6,4,1281,4.4444444444444444
,,IA,16050,Iowa,Benton,1,25,29394,20.6611570247933884
,,IA,16050,Iowa,Benton,2,23,17356,19.0082644628099174
,,IA,16050,Iowa,Benton,3,23,22199,19.0082644628099174
,,IA,16050,Iowa,Benton,4,23,26849,19.0082644628099174
,,IA,16050,Iowa,Benton,5,23,21999,19.0082644628099174
,,IA,16050,Iowa,Benton,6,4,1281,3.3057851239669421
,,IA,16060,Iowa,Black Hawk,1,22,19303,19.4690265486725664
,,IA,16060,Iowa,Black Hawk,2,22,16956,19.4690265486725664
,,IA,16060,Iowa,Black Hawk,3,22,22389,19.4690265486725664
,,IA,16060,Iowa,Black Hawk,4,22,27458,19.4690265486725664
,,IA,16060,Iowa,Black Hawk,5,22,22023,19.4690265486725664
,,IA,16060,Iowa,Black Hawk,6,3,1032,2.6548672566371681
,,IA,16070,Iowa,Boone,1,25,29880,20.6611570247933884
,,IA,16070,Iowa,Boone,2,23,18259,19.0082644628099174
,,IA,16070,Iowa,Boone,3,23,22632,19.0082644628099174
,,IA,16070,Iowa,Boone,4,23,27923,19.0082644628099174
,,IA,16070,Iowa,Boone,5,23,22780,19.0082644628099174
,,IA,16070,Iowa,Boone,6,4,1281,3.3057851239669421
,,IA,16080,Iowa,Bremer,1,23,21735,20.7207207207207207
,,IA,16080,Iowa,Bremer,2,21,16366,18.9189189189189189
,,IA,16080,Iowa,Bremer,3,21,20497,18.9189189189189189
,,IA,16080,Iowa,Bremer,4,21,24916,18.9189189189189189
,,IA,16080,Iowa,Bremer,5,21,20505,18.9189189189189189
,,IA,16080,Iowa,Bremer,6,4,1281,3.6036036036036036
,,IA,16090,Iowa,Buchanan,1,23,21735,20.7207207207207207
,,IA,16090,Iowa,Buchanan,2,21,16366,18.9189189189189189
,,IA,16090,Iowa,Buchanan,3,21,20497,18.9189189189189189
,,IA,16090,Iowa,Buchanan,4,21,24916,18.9189189189189189
,,IA,16090,Iowa,Buchanan,5,21,20505,18.9189189189189189
,,IA,16090,Iowa,Buchanan,6,4,1281,3.6036036036036036
,,IA,16100,Iowa,Buena Vista,1,19,17398,19.3877551020408163
,,IA,16100,Iowa,Buena Vista,2,19,15033,19.3877551020408163
,,IA,16100,Iowa,Buena Vista,3,19,18621,19.3877551020408163
,,IA,16100,Iowa,Buena Vista,4,19,24129,19.3877551020408163
,,IA,16100,Iowa,Buena Vista,5,19,18796,19.3877551020408163
,,IA,16100,Iowa,Buena Vista,6,3,1032,3.0612244897959184
,,IA,16110,Iowa,Butler,1,25,29394,20.6611570247933884
,,IA,16110,Iowa,Butler,2,23,17356,19.0082644628099174
,,IA,16110,Iowa,Butler,3,23,22199,19.0082644628099174
,,IA,16110,Iowa,Butler,4,23,26849,19.0082644628099174
,,IA,16110,Iowa,Butler,5,23,21999,19.0082644628099174
,,IA,16110,Iowa,Butler,6,4,1281,3.3057851239669421
,,IA,16120,Iowa,Calhoun,1,17,16484,19.3181818181818182
,,IA,16120,Iowa,Calhoun,2,17,14025,19.3181818181818182
,,IA,16120,Iowa,Calhoun,3,17,16995,19.3181818181818182
,,IA,16120,Iowa,Calhoun,4,17,22239,19.3181818181818182
,,IA,16120,Iowa,Calhoun,5,17,17408,19.3181818181818182
,,IA,16120,Iowa,Calhoun,6,3,1032,3.4090909090909091
,,IA,16130,Iowa,Carroll,1,17,16484,19.3181818181818182
,,IA,16130,Iowa,Carroll,2,17,14025,19.3181818181818182
,,IA,16130,Iowa,Carroll,3,17,16995,19.3181818181818182
,,IA,16130,Iowa,Carroll,4,17,22239,19.3181818181818182
,,IA,16130,Iowa,Carroll,5,17,17408,19.3181818181818182
,,IA,16130,Iowa,Carroll,6,3,1032,3.4090909090909091
,,IA,16140,Iowa,Cass,1,13,15065,19.1176470588235294
,,IA,16140,Iowa,Cass,2,13,12507,19.1176470588235294
,,IA,16140,Iowa,Cass,3,13,14396,19.1176470588235294
,,IA,16140,Iowa,Cass,4,13,19318,19.1176470588235294
,,IA,16140,Iowa,Cass,5,13,15114,19.1176470588235294
,,IA,16140,Iowa,Cass,6,3,1032,4.4117647058823529
,,IA,16150,Iowa,Cedar,1,25,29394,20.6611570247933884
,,IA,16150,Iowa,Cedar,2,23,17356,19.0082644628099174
,,IA,16150,Iowa,Cedar,3,23,22199,19.0082644628099174
,,IA,16150,Iowa,Cedar,4,23,26849,19.0082644628099174
,,IA,16150,Iowa,Cedar,5,23,21999,19.0082644628099174
,,IA,16150,Iowa,Cedar,6,4,1281,3.3057851239669421
,,IA,16160,Iowa,Cerro Gordo,1,23,21784,20.7207207207207207
,,IA,16160,Iowa,Cerro Gordo,2,21,16348,18.9189189189189189
,,IA,16160,Iowa,Cerro Gordo,3,21,20573,18.9189189189189189
,,IA,16160,Iowa,Cerro Gordo,4,21,24959,18.9189189189189189
,,IA,16160,Iowa,Cerro Gordo,5,21,20611,18.9189189189189189
,,IA,16160,Iowa,Cerro Gordo,6,4,1281,3.6036036036036036
,,IA,16170,Iowa,Cherokee,1,20,27977,20.0000000000000000
,,IA,16170,Iowa,Cherokee,2,19,15790,19.0000000000000000
,,IA,16170,Iowa,Cherokee,3,19,19432,19.0000000000000000
,,IA,16170,Iowa,Cherokee,4,19,23842,19.0000000000000000
,,IA,16170,Iowa,Cherokee,5,19,19493,19.0000000000000000
,,IA,16170,Iowa,Cherokee,6,4,1281,4.0000000000000000
,,IA,16180,Iowa,Chickasaw,1,21,27517,20.7920792079207921
,,IA,16180,Iowa,Chickasaw,2,19,15358,18.8118811881188119
,,IA,16180,Iowa,Chickasaw,3,19,18871,18.8118811881188119
,,IA,16180,Iowa,Chickasaw,4,19,23026,18.8118811881188119
,,IA,16180,Iowa,Chickasaw,5,19,19117,18.8118811881188119
,,IA,16180,Iowa,Chickasaw,6,4,1281,3.9603960396039604
,,IA,16190,Iowa,Clarke,1,18,16940,19.3548387096774194
,,IA,16190,Iowa,Clarke,2,18,14055,19.3548387096774194
,,IA,16190,Iowa,Clarke,3,18,18628,19.3548387096774194
,,IA,16190,Iowa,Clarke,4,18,22561,19.3548387096774194
,,IA,16190,Iowa,Clarke,5,18,18360,19.3548387096774194
,,IA,16190,Iowa,Clarke,6,3,1032,3.2258064516129032
,,IA,16200,Iowa,Clay,1,16,15966,19.2771084337349398
,,IA,16200,Iowa,Clay,2,16,13444,19.2771084337349398
,,IA,16200,Iowa,Clay,3,16,16335,19.2771084337349398
,,IA,16200,Iowa,Clay,4,16,21058,19.2771084337349398
,,IA,16200,Iowa,Clay,5,16,16812,19.2771084337349398
,,IA,16200,Iowa,Clay,6,3,1032,3.6144578313253012
,,IA,16210,Iowa,Clayton,1,22,28550,20.5607476635514019
,,IA,16210,Iowa,Clayton,2,20,17080,18.6915887850467290
,,IA,16210,Iowa,Clayton,3,20,21239,18.6915887850467290
,,IA,16210,Iowa,Clayton,4,20,25382,18.6915887850467290
,,IA,16210,Iowa,Clayton,5,20,21692,18.6915887850467290
,,IA,16210,Iowa,Clayton,6,5,1794,4.6728971962616822
,,IA,16220,Iowa,Clinton,1,25,23184,20.6611570247933884
,,IA,16220,Iowa,Clinton,2,23,18259,19.0082644628099174
,,IA,16220,Iowa,Clinton,3,23,22632,19.0082644628099174
,,IA,16220,Iowa,Clinton,4,23,27923,19.0082644628099174
,,IA,16220,Iowa,Clinton,5,23,22780,19.0082644628099174
,,IA,16220,Iowa,Clinton,6,4,1281,3.3057851239669421
,,IA,16230,Iowa,Crawford,1,19,19908,20.8791208791208791
,,IA,16230,Iowa,Crawford,2,17,14824,18.6813186813186813
,,IA,16230,Iowa,Crawford,3,17,16425,18.6813186813186813
,,IA,16230,Iowa,Crawford,4,17,21759,18.6813186813186813
,,IA,16230,Iowa,Crawford,5,17,17471,18.6813186813186813
,,IA,16230,Iowa,Crawford,6,4,1281,4.3956043956043956
,,IA,16240,Iowa,Dallas,1,24,29424,20.6896551724137931
,,IA,16240,Iowa,Dallas,2,22,17731,18.9655172413793103
,,IA,16240,Iowa,Dallas,3,22,21735,18.9655172413793103
,,IA,16240,Iowa,Dallas,4,22,26935,18.9655172413793103
,,IA,16240,Iowa,Dallas,5,22,21980,18.9655172413793103
,,IA,16240,Iowa,Dallas,6,4,1281,3.4482758620689655
,,IA,16250,Iowa,Davis,1,18,19402,20.9302325581395349
,,IA,16250,Iowa,Davis,2,16,14338,18.6046511627906977
,,IA,16250,Iowa,Davis,3,16,15536,18.6046511627906977
,,IA,16250,Iowa,Davis,4,16,20771,18.6046511627906977
,,IA,16250,Iowa,Davis,5,16,16671,18.6046511627906977
,,IA,16250,Iowa,Davis,6,4,1281,4.6511627906976744
,,IA,16260,Iowa,Decatur,1,15,14669,19.2307692307692308
,,IA,16260,Iowa,Decatur,2,15,12080,19.2307692307692308
,,IA,16260,Iowa,Decatur,3,15,13430,19.2307692307692308
,,IA,16260,Iowa,Decatur,4,15,18609,19.2307692307692308
,,IA,16260,Iowa,Decatur,5,15,14322,19.2307692307692308
,,IA,16260,Iowa,Decatur,6,3,1032,3.8461538461538462
,,IA,16270,Iowa,Delaware,1,25,29394,20.6611570247933884
,,IA,16270,Iowa,Delaware,2,23,17356,19.0082644628099174
,,IA,16270,Iowa,Delaware,3,23,22199,19.0082644628099174
,,IA,16270,Iowa,Delaware,4,23,26849,19.0082644628099174
,,IA,16270,Iowa,Delaware,5,23,21999,19.0082644628099174
,,IA,16270,Iowa,Delaware,6,4,1281,3.3057851239669421
,,IA,16280,Iowa,Des Moines,1,20,19969,20.8333333333333333
,,IA,16280,Iowa,Des Moines,2,18,14901,18.7500000000000000
,,IA,16280,Iowa,Des Moines,3,18,16272,18.7500000000000000
,,IA,16280,Iowa,Des Moines,4,18,21995,18.7500000000000000
,,IA,16280,Iowa,Des Moines,5,18,17373,18.7500000000000000
,,IA,16280,Iowa,Des Moines,6,4,1281,4.1666666666666667
,,IA,16290,Iowa,Dickinson,1,18,16880,19.3548387096774194
,,IA,16290,Iowa,Dickinson,2,18,14452,19.3548387096774194
,,IA,16290,Iowa,Dickinson,3,18,17961,19.3548387096774194
,,IA,16290,Iowa,Dickinson,4,18,22948,19.3548387096774194
,,IA,16290,Iowa,Dickinson,5,18,18200,19.3548387096774194
,,IA,16290,Iowa,Dickinson,6,3,1032,3.2258064516129032
,,IA,16300,Iowa,Dubuque,1,12,11496,19.0476190476190476
,,IA,16300,Iowa,Dubuque,2,12,6693,19.0476190476190476
,,IA,16300,Iowa,Dubuque,3,12,9409,19.0476190476190476
,,IA,16300,Iowa,Dubuque,4,12,11864,19.0476190476190476
,,IA,16300,Iowa,Dubuque,5,12,8939,19.0476190476190476
,,IA,16300,Iowa,Dubuque,6,3,1032,4.7619047619047619
,,IA,16310,Iowa,Emmet,1,17,15967,19.3181818181818182
,,IA,16310,Iowa,Emmet,2,17,13420,19.3181818181818182
,,IA,16310,Iowa,Emmet,3,17,16251,19.3181818181818182
,,IA,16310,Iowa,Emmet,4,17,21015,19.3181818181818182
,,IA,16310,Iowa,Emmet,5,17,16706,19.3181818181818182
,,IA,16310,Iowa,Emmet,6,3,1032,3.4090909090909091
,,IA,16320,Iowa,Fayette,1,23,29007,20.5357142857142857
,,IA,16320,Iowa,Fayette,2,21,17584,18.7500000000000000
,,IA,16320,Iowa,Fayette,3,21,22052,18.7500000000000000
,,IA,16320,Iowa,Fayette,4,21,26327,18.7500000000000000
,,IA,16320,Iowa,Fayette,5,21,22386,18.7500000000000000
,,IA,16320,Iowa,Fayette,6,5,1794,4.4642857142857143
,,IA,16330,Iowa,Floyd,1,25,29394,20.6611570247933884
,,IA,16330,Iowa,Floyd,2,23,17356,19.0082644628099174
,,IA,16330,Iowa,Floyd,3,23,22199,19.0082644628099174
,,IA,16330,Iowa,Floyd,4,23,26849,19.0082644628099174
,,IA,16330,Iowa,Floyd,5,23,21999,19.0082644628099174
,,IA,16330,Iowa,Floyd,6,4,1281,3.3057851239669421
,,IA,16340,Iowa,Franklin,1,23,21784,20.7207207207207207
,,IA,16340,Iowa,Franklin,2,21,16348,18.9189189189189189
,,IA,16340,Iowa,Franklin,3,21,20573,18.9189189189189189
,,IA,16340,Iowa,Franklin,4,21,24959,18.9189189189189189
,,IA,16340,Iowa,Franklin,5,21,20611,18.9189189189189189
,,IA,16340,Iowa,Franklin,6,4,1281,3.6036036036036036
,,IA,16350,Iowa,Fremont,1,16,18490,21.0526315789473684
,,IA,16350,Iowa,Fremont,2,14,13282,18.4210526315789474
,,IA,16350,Iowa,Fremont,3,14,13742,18.4210526315789474
,,IA,16350,Iowa,Fremont,4,14,18795,18.4210526315789474
,,IA,16350,Iowa,Fremont,5,14,15071,18.4210526315789474
,,IA,16350,Iowa,Fremont,6,4,1281,5.2631578947368421
,,IA,16360,Iowa,Greene,1,18,10244,19.3548387096774194
,,IA,16360,Iowa,Greene,2,18,14055,19.3548387096774194
,,IA,16360,Iowa,Greene,3,18,18628,19.3548387096774194
,,IA,16360,Iowa,Greene,4,18,22561,19.3548387096774194
,,IA,16360,Iowa,Greene,5,18,18360,19.3548387096774194
,,IA,16360,Iowa,Greene,6,3,1032,3.2258064516129032
,,IA,16370,Iowa,Grundy,1,25,29394,20.6611570247933884
,,IA,16370,Iowa,Grundy,2,23,17356,19.0082644628099174
,,IA,16370,Iowa,Grundy,3,23,22199,19.0082644628099174
,,IA,16370,Iowa,Grundy,4,23,26849,19.0082644628099174
,,IA,16370,Iowa,Grundy,5,23,21999,19.0082644628099174
,,IA,16370,Iowa,Grundy,6,4,1281,3.3057851239669421
,,IA,16380,Iowa,Guthrie,1,18,16940,19.3548387096774194
,,IA,16380,Iowa,Guthrie,2,18,14055,19.3548387096774194
,,IA,16380,Iowa,Guthrie,3,18,18628,19.3548387096774194
,,IA,16380,Iowa,Guthrie,4,18,22561,19.3548387096774194
,,IA,16380,Iowa,Guthrie,5,18,18360,19.3548387096774194
,,IA,16380,Iowa,Guthrie,6,3,1032,3.2258064516129032
,,IA,16390,Iowa,Hamilton,1,22,18817,19.4690265486725664
,,IA,16390,Iowa,Hamilton,2,22,16053,19.4690265486725664
,,IA,16390,Iowa,Hamilton,3,22,21956,19.4690265486725664
,,IA,16390,Iowa,Hamilton,4,22,26384,19.4690265486725664
,,IA,16390,Iowa,Hamilton,5,22,21242,19.4690265486725664
,,IA,16390,Iowa,Hamilton,6,3,1032,2.6548672566371681
,,IA,16400,Iowa,Hancock,1,23,21784,20.7207207207207207
,,IA,16400,Iowa,Hancock,2,21,16348,18.9189189189189189
,,IA,16400,Iowa,Hancock,3,21,20573,18.9189189189189189
,,IA,16400,Iowa,Hancock,4,21,24959,18.9189189189189189
,,IA,16400,Iowa,Hancock,5,21,20611,18.9189189189189189
,,IA,16400,Iowa,Hancock,6,4,1281,3.6036036036036036
,,IA,16410,Iowa,Hardin,1,25,29394,20.6611570247933884
,,IA,16410,Iowa,Hardin,2,23,17356,19.0082644628099174
,,IA,16410,Iowa,Hardin,3,23,22199,19.0082644628099174
,,IA,16410,Iowa,Hardin,4,23,26849,19.0082644628099174
,,IA,16410,Iowa,Hardin,5,23,21999,19.0082644628099174
,,IA,16410,Iowa,Hardin,6,4,1281,3.3057851239669421
,,IA,16420,Iowa,Harrison,1,18,26338,20.0000000000000000
,,IA,16420,Iowa,Harrison,2,17,15823,18.8888888888888889
,,IA,16420,Iowa,Harrison,3,17,15908,18.8888888888888889
,,IA,16420,Iowa,Harrison,4,17,20988,18.8888888888888889
,,IA,16420,Iowa,Harrison,5,17,17426,18.8888888888888889
,,IA,16420,Iowa,Harrison,6,4,1281,4.4444444444444444
,,IA,16430,Iowa,Henry,1,25,29394,20.6611570247933884
,,IA,16430,Iowa,Henry,2,23,17356,19.0082644628099174
,,IA,16430,Iowa,Henry,3,23,22199,19.0082644628099174
,,IA,16430,Iowa,Henry,4,23,26849,19.0082644628099174
,,IA,16430,Iowa,Henry,5,23,21999,19.0082644628099174
,,IA,16430,Iowa,Henry,6,4,1281,3.3057851239669421
,,IA,16440,Iowa,Howard,1,15,9352,18.9873417721518987
,,IA,16440,Iowa,Howard,2,15,14271,18.9873417721518987
,,IA,16440,Iowa,Howard,3,15,16772,18.9873417721518987
,,IA,16440,Iowa,Howard,4,15,21674,18.9873417721518987
,,IA,16440,Iowa,Howard,5,15,17689,18.9873417721518987
,,IA,16440,Iowa,Howard,6,4,1545,5.0632911392405063
,,IA,16450,Iowa,Humboldt,1,20,11207,19.4174757281553398
,,IA,16450,Iowa,Humboldt,2,20,15045,19.4174757281553398
,,IA,16450,Iowa,Humboldt,3,20,20330,19.4174757281553398
,,IA,16450,Iowa,Humboldt,4,20,24494,19.4174757281553398
,,IA,16450,Iowa,Humboldt,5,20,19854,19.4174757281553398
,,IA,16450,Iowa,Humboldt,6,3,1032,2.9126213592233010
,,IA,16460,Iowa,Ida,1,18,27063,20.0000000000000000
,,IA,16460,Iowa,Ida,2,17,14782,18.8888888888888889
,,IA,16460,Iowa,Ida,3,17,17806,18.8888888888888889
,,IA,16460,Iowa,Ida,4,17,21952,18.8888888888888889
,,IA,16460,Iowa,Ida,5,17,18105,18.8888888888888889
,,IA,16460,Iowa,Ida,6,4,1281,4.4444444444444444
,,IA,16470,Iowa,Iowa,1,18,19451,20.9302325581395349
,,IA,16470,Iowa,Iowa,2,16,14320,18.6046511627906977
,,IA,16470,Iowa,Iowa,3,16,15612,18.6046511627906977
,,IA,16470,Iowa,Iowa,4,16,20814,18.6046511627906977
,,IA,16470,Iowa,Iowa,5,16,16777,18.6046511627906977
,,IA,16470,Iowa,Iowa,6,4,1281,4.6511627906976744
,,IA,16480,Iowa,Jackson,1,25,29394,20.6611570247933884
,,IA,16480,Iowa,Jackson,2,23,17356,19.0082644628099174
,,IA,16480,Iowa,Jackson,3,23,22199,19.0082644628099174
