ma_region_code,pdp_region_code,state,county_code,geo_statename,geo_county_name,tier_level_value,n_plans,distinct_rxcui,pct_plans_in_tier
,,IA,16480,Iowa,Jackson,4,23,26849,19.0082644628099174
,,IA,16480,Iowa,Jackson,5,23,21999,19.0082644628099174
,,IA,16480,Iowa,Jackson,6,4,1281,3.3057851239669421
,,IA,16490,Iowa,Jasper,1,24,29424,20.6896551724137931
,,IA,16490,Iowa,Jasper,2,22,17731,18.9655172413793103
,,IA,16490,Iowa,Jasper,3,22,21735,18.9655172413793103
,,IA,16490,Iowa,Jasper,4,22,26935,18.9655172413793103
,,IA,16490,Iowa,Jasper,5,22,21980,18.9655172413793103
,,IA,16490,Iowa,Jasper,6,4,1281,3.4482758620689655
,,IA,16500,Iowa,Jefferson,1,20,20316,20.8333333333333333
,,IA,16500,Iowa,Jefferson,2,18,15346,18.7500000000000000
,,IA,16500,Iowa,Jefferson,3,18,17162,18.7500000000000000
,,IA,16500,Iowa,Jefferson,4,18,22661,18.7500000000000000
,,IA,16500,Iowa,Jefferson,5,18,18059,18.7500000000000000
,,IA,16500,Iowa,Jefferson,6,4,1281,4.1666666666666667
,,IA,16510,Iowa,Johnson,1,20,27547,20.8333333333333333
,,IA,16510,Iowa,Johnson,2,18,16231,18.7500000000000000
,,IA,16510,Iowa,Johnson,3,18,17671,18.7500000000000000
,,IA,16510,Iowa,Johnson,4,18,23778,18.7500000000000000
,,IA,16510,Iowa,Johnson,5,18,18946,18.7500000000000000
,,IA,16510,Iowa,Johnson,6,4,1281,4.1666666666666667
,,IA,16520,Iowa,Jones,1,25,29394,20.6611570247933884
,,IA,16520,Iowa,Jones,2,23,17356,19.0082644628099174
,,IA,16520,Iowa,Jones,3,23,22199,19.0082644628099174
,,IA,16520,Iowa,Jones,4,23,26849,19.0082644628099174
,,IA,16520,Iowa,Jones,5,23,21999,19.0082644628099174
,,IA,16520,Iowa,Jones,6,4,1281,3.3057851239669421
,,IA,16530,Iowa,Keokuk,1,25,22698,20.6611570247933884
,,IA,16530,Iowa,Keokuk,2,23,17356,19.0082644628099174
,,IA,16530,Iowa,Keokuk,3,23,22199,19.0082644628099174
,,IA,16530,Iowa,Keokuk,4,23,26849,19.0082644628099174
,,IA,16530,Iowa,Keokuk,5,23,21999,19.0082644628099174
,,IA,16530,Iowa,Keokuk,6,4,1281,3.3057851239669421
,,IA,16540,Iowa,Kossuth,1,21,27566,20.7920792079207921
,,IA,16540,Iowa,Kossuth,2,19,15340,18.8118811881188119
,,IA,16540,Iowa,Kossuth,3,19,18947,18.8118811881188119
,,IA,16540,Iowa,Kossuth,4,19,23069,18.8118811881188119
,,IA,16540,Iowa,Kossuth,5,19,19223,18.8118811881188119
,,IA,16540,Iowa,Kossuth,6,4,1281,3.9603960396039604
,,IA,16550,Iowa,Lee,1,19,26208,20.8791208791208791
,,IA,16550,Iowa,Lee,2,17,14397,18.6813186813186813
,,IA,16550,Iowa,Lee,3,17,15459,18.6813186813186813
,,IA,16550,Iowa,Lee,4,17,21050,18.6813186813186813
,,IA,16550,Iowa,Lee,5,17,16679,18.6813186813186813
,,IA,16550,Iowa,Lee,6,4,1281,4.3956043956043956
,,IA,16560,Iowa,Linn,1,21,28004,20.7920792079207921
,,IA,16560,Iowa,Linn,2,19,16735,18.8118811881188119
,,IA,16560,Iowa,Linn,3,19,18484,18.8118811881188119
,,IA,16560,Iowa,Linn,4,19,24723,18.8118811881188119
,,IA,16560,Iowa,Linn,5,19,19640,18.8118811881188119
,,IA,16560,Iowa,Linn,6,4,1281,3.9603960396039604
,,IA,16570,Iowa,Louisa,1,24,29394,20.0000000000000000
,,IA,16570,Iowa,Louisa,2,23,17356,19.1666666666666667
,,IA,16570,Iowa,Louisa,3,23,22199,19.1666666666666667
,,IA,16570,Iowa,Louisa,4,23,26849,19.1666666666666667
,,IA,16570,Iowa,Louisa,5,23,21999,19.1666666666666667
,,IA,16570,Iowa,Louisa,6,4,1281,3.3333333333333333
,,IA,16580,Iowa,Lucas,1,19,17397,19.3877551020408163
,,IA,16580,Iowa,Lucas,2,19,14559,19.3877551020408163
,,IA,16580,Iowa,Lucas,3,19,19441,19.3877551020408163
,,IA,16580,Iowa,Lucas,4,19,23506,19.3877551020408163
,,IA,16580,Iowa,Lucas,5,19,19054,19.3877551020408163
,,IA,16580,Iowa,Lucas,6,3,1032,3.0612244897959184
,,IA,16590,Iowa,Lyon,1,16,16952,19.2771084337349398
,,IA,16590,Iowa,Lyon,2,16,15986,19.2771084337349398
,,IA,16590,Iowa,Lyon,3,16,18943,19.2771084337349398
,,IA,16590,Iowa,Lyon,4,16,23970,19.2771084337349398
,,IA,16590,Iowa,Lyon,5,16,19680,19.2771084337349398
,,IA,16590,Iowa,Lyon,6,3,1716,3.6144578313253012
,,IA,16600,Iowa,Madison,1,24,29424,20.6896551724137931
,,IA,16600,Iowa,Madison,2,22,17731,18.9655172413793103
,,IA,16600,Iowa,Madison,3,22,21735,18.9655172413793103
,,IA,16600,Iowa,Madison,4,22,26935,18.9655172413793103
,,IA,16600,Iowa,Madison,5,22,21980,18.9655172413793103
,,IA,16600,Iowa,Madison,6,4,1281,3.4482758620689655
,,IA,16610,Iowa,Mahaska,1,24,28888,20.6896551724137931
,,IA,16610,Iowa,Mahaska,2,22,16870,18.9655172413793103
,,IA,16610,Iowa,Mahaska,3,22,21310,18.9655172413793103
,,IA,16610,Iowa,Mahaska,4,22,25861,18.9655172413793103
,,IA,16610,Iowa,Mahaska,5,22,21199,18.9655172413793103
,,IA,16610,Iowa,Mahaska,6,4,1281,3.4482758620689655
,,IA,16620,Iowa,Marion,1,23,28917,20.7207207207207207
,,IA,16620,Iowa,Marion,2,21,17269,18.9189189189189189
,,IA,16620,Iowa,Marion,3,21,20930,18.9189189189189189
,,IA,16620,Iowa,Marion,4,21,25990,18.9189189189189189
,,IA,16620,Iowa,Marion,5,21,21286,18.9189189189189189
,,IA,16620,Iowa,Marion,6,4,1281,3.6036036036036036
,,IA,16630,Iowa,Marshall,1,17,16971,19.3181818181818182
,,IA,16630,Iowa,Marshall,2,17,14904,19.3181818181818182
,,IA,16630,Iowa,Marshall,3,17,17344,19.3181818181818182
,,IA,16630,Iowa,Marshall,4,17,23270,19.3181818181818182
,,IA,16630,Iowa,Marshall,5,17,18083,19.3181818181818182
,,IA,16630,Iowa,Marshall,6,3,1032,3.4090909090909091
,,IA,16640,Iowa,Mills,1,21,21012,20.7920792079207921
,,IA,16640,Iowa,Mills,2,19,17359,18.8118811881188119
,,IA,16640,Iowa,Mills,3,19,18431,18.8118811881188119
,,IA,16640,Iowa,Mills,4,19,23866,18.8118811881188119
,,IA,16640,Iowa,Mills,5,19,19614,18.8118811881188119
,,IA,16640,Iowa,Mills,6,4,1281,3.9603960396039604
,,IA,16650,Iowa,Mitchell,1,20,17398,19.4174757281553398
,,IA,16650,Iowa,Mitchell,2,20,14535,19.4174757281553398
,,IA,16650,Iowa,Mitchell,3,20,19357,19.4174757281553398
,,IA,16650,Iowa,Mitchell,4,20,23463,19.4174757281553398
,,IA,16650,Iowa,Mitchell,5,20,18948,19.4174757281553398
,,IA,16650,Iowa,Mitchell,6,3,1032,2.9126213592233010
,,IA,16660,Iowa,Monona,1,18,27092,20.9302325581395349
,,IA,16660,Iowa,Monona,2,16,15181,18.6046511627906977
,,IA,16660,Iowa,Monona,3,16,17426,18.6046511627906977
,,IA,16660,Iowa,Monona,4,16,22081,18.6046511627906977
,,IA,16660,Iowa,Monona,5,16,18192,18.6046511627906977
,,IA,16660,Iowa,Monona,6,4,1281,4.6511627906976744
,,IA,16670,Iowa,Monroe,1,22,27974,20.7547169811320755
,,IA,16670,Iowa,Monroe,2,20,15862,18.8679245283018868
,,IA,16670,Iowa,Monroe,3,20,19684,18.8679245283018868
,,IA,16670,Iowa,Monroe,4,20,23971,18.8679245283018868
,,IA,16670,Iowa,Monroe,5,20,19811,18.8679245283018868
,,IA,16670,Iowa,Monroe,6,4,1281,3.7735849056603774
,,IA,16680,Iowa,Montgomery,1,15,24729,21.1267605633802817
,,IA,16680,Iowa,Montgomery,2,13,12778,18.3098591549295775
,,IA,16680,Iowa,Montgomery,3,13,12929,18.3098591549295775
,,IA,16680,Iowa,Montgomery,4,13,17850,18.3098591549295775
,,IA,16680,Iowa,Montgomery,5,13,14377,18.3098591549295775
,,IA,16680,Iowa,Montgomery,6,4,1281,5.6338028169014085
,,IA,16690,Iowa,Muscatine,1,25,23184,20.6611570247933884
,,IA,16690,Iowa,Muscatine,2,23,18259,19.0082644628099174
,,IA,16690,Iowa,Muscatine,3,23,22632,19.0082644628099174
,,IA,16690,Iowa,Muscatine,4,23,27923,19.0082644628099174
,,IA,16690,Iowa,Muscatine,5,23,22780,19.0082644628099174
,,IA,16690,Iowa,Muscatine,6,4,1281,3.3057851239669421
,,IA,16700,Iowa,O'Brien,1,13,8369,19.1176470588235294
,,IA,16700,Iowa,O'Brien,2,13,13176,19.1176470588235294
,,IA,16700,Iowa,O'Brien,3,13,15036,19.1176470588235294
,,IA,16700,Iowa,O'Brien,4,13,19593,19.1176470588235294
,,IA,16700,Iowa,O'Brien,5,13,15952,19.1176470588235294
,,IA,16700,Iowa,O'Brien,6,3,1374,4.4117647058823529
,,IA,16710,Iowa,Osceola,1,13,14609,19.1176470588235294
,,IA,16710,Iowa,Osceola,2,13,12648,19.1176470588235294
,,IA,16710,Iowa,Osceola,3,13,14139,19.1176470588235294
,,IA,16710,Iowa,Osceola,4,13,18605,19.1176470588235294
,,IA,16710,Iowa,Osceola,5,13,15152,19.1176470588235294
,,IA,16710,Iowa,Osceola,6,3,1374,4.4117647058823529
,,IA,16720,Iowa,Page,1,13,7913,19.1176470588235294
,,IA,16720,Iowa,Page,2,13,11979,19.1176470588235294
,,IA,16720,Iowa,Page,3,13,13499,19.1176470588235294
,,IA,16720,Iowa,Page,4,13,18330,19.1176470588235294
,,IA,16720,Iowa,Page,5,13,14314,19.1176470588235294
,,IA,16720,Iowa,Page,6,3,1032,4.4117647058823529
,,IA,16730,Iowa,Palo Alto,1,16,8875,19.2771084337349398
,,IA,16730,Iowa,Palo Alto,2,16,12993,19.2771084337349398
,,IA,16730,Iowa,Palo Alto,3,16,15285,19.2771084337349398
,,IA,16730,Iowa,Palo Alto,4,16,20306,19.2771084337349398
,,IA,16730,Iowa,Palo Alto,5,16,15914,19.2771084337349398
,,IA,16730,Iowa,Palo Alto,6,3,1032,3.6144578313253012
,,IA,16740,Iowa,Plymouth,1,17,17945,19.3181818181818182
,,IA,16740,Iowa,Plymouth,2,17,16184,19.3181818181818182
,,IA,16740,Iowa,Plymouth,3,17,20277,19.3181818181818182
,,IA,16740,Iowa,Plymouth,4,17,25048,19.3181818181818182
,,IA,16740,Iowa,Plymouth,5,17,20469,19.3181818181818182
,,IA,16740,Iowa,Plymouth,6,3,1374,3.4090909090909091
,,IA,16750,Iowa,Pocahontas,1,17,16484,19.3181818181818182
,,IA,16750,Iowa,Pocahontas,2,17,14025,19.3181818181818182
,,IA,16750,Iowa,Pocahontas,3,17,16995,19.3181818181818182
,,IA,16750,Iowa,Pocahontas,4,17,22239,19.3181818181818182
,,IA,16750,Iowa,Pocahontas,5,17,17408,19.3181818181818182
,,IA,16750,Iowa,Pocahontas,6,3,1032,3.4090909090909091
,,IA,16760,Iowa,Polk,1,24,29424,20.6896551724137931
,,IA,16760,Iowa,Polk,2,22,17731,18.9655172413793103
,,IA,16760,Iowa,Polk,3,22,21735,18.9655172413793103
,,IA,16760,Iowa,Polk,4,22,26935,18.9655172413793103
,,IA,16760,Iowa,Polk,5,22,21980,18.9655172413793103
,,IA,16760,Iowa,Polk,6,4,1281,3.4482758620689655
,,IA,16770,Iowa,Pottawattamie,1,21,28194,20.7920792079207921
,,IA,16770,Iowa,Pottawattamie,2,19,18262,18.8118811881188119
,,IA,16770,Iowa,Pottawattamie,3,19,18864,18.8118811881188119
,,IA,16770,Iowa,Pottawattamie,4,19,24940,18.8118811881188119
,,IA,16770,Iowa,Pottawattamie,5,19,20395,18.8118811881188119
,,IA,16770,Iowa,Pottawattamie,6,4,1281,3.9603960396039604
,,IA,16780,Iowa,Poweshiek,1,22,18817,19.4690265486725664
,,IA,16780,Iowa,Poweshiek,2,22,16053,19.4690265486725664
,,IA,16780,Iowa,Poweshiek,3,22,21956,19.4690265486725664
,,IA,16780,Iowa,Poweshiek,4,22,26384,19.4690265486725664
,,IA,16780,Iowa,Poweshiek,5,22,21242,19.4690265486725664
,,IA,16780,Iowa,Poweshiek,6,3,1032,2.6548672566371681
,,IA,16790,Iowa,Ringgold,1,22,27122,20.7547169811320755
,,IA,16790,Iowa,Ringgold,2,20,14907,18.8679245283018868
,,IA,16790,Iowa,Ringgold,3,20,17821,18.8679245283018868
,,IA,16790,Iowa,Ringgold,4,20,22274,18.8679245283018868
,,IA,16790,Iowa,Ringgold,5,20,18219,18.8679245283018868
,,IA,16790,Iowa,Ringgold,6,4,1281,3.7735849056603774
,,IA,16800,Iowa,Sac,1,17,16484,19.3181818181818182
,,IA,16800,Iowa,Sac,2,17,14025,19.3181818181818182
,,IA,16800,Iowa,Sac,3,17,16995,19.3181818181818182
,,IA,16800,Iowa,Sac,4,17,22239,19.3181818181818182
,,IA,16800,Iowa,Sac,5,17,17408,19.3181818181818182
,,IA,16800,Iowa,Sac,6,3,1032,3.4090909090909091
,,IA,16810,Iowa,Scott,1,28,33445,20.5882352941176471
,,IA,16810,Iowa,Scott,2,26,24564,19.1176470588235294
,,IA,16810,Iowa,Scott,3,26,24092,19.1176470588235294
,,IA,16810,Iowa,Scott,4,26,31168,19.1176470588235294
,,IA,16810,Iowa,Scott,5,26,27540,19.1176470588235294
,,IA,16810,Iowa,Scott,6,4,1281,2.9411764705882353
,,IA,16820,Iowa,Shelby,1,15,24729,21.1267605633802817
,,IA,16820,Iowa,Shelby,2,13,12778,18.3098591549295775
,,IA,16820,Iowa,Shelby,3,13,12929,18.3098591549295775
,,IA,16820,Iowa,Shelby,4,13,17850,18.3098591549295775
,,IA,16820,Iowa,Shelby,5,13,14377,18.3098591549295775
,,IA,16820,Iowa,Shelby,6,4,1281,5.6338028169014085
,,IA,16830,Iowa,Sioux,1,20,21797,20.0000000000000000
,,IA,16830,Iowa,Sioux,2,19,17088,19.0000000000000000
,,IA,16830,Iowa,Sioux,3,19,20900,19.0000000000000000
,,IA,16830,Iowa,Sioux,4,19,25384,19.0000000000000000
,,IA,16830,Iowa,Sioux,5,19,21139,19.0000000000000000
,,IA,16830,Iowa,Sioux,6,4,1623,4.0000000000000000
,,IA,16840,Iowa,Story,1,17,16971,19.3181818181818182
,,IA,16840,Iowa,Story,2,17,14904,19.3181818181818182
,,IA,16840,Iowa,Story,3,17,17344,19.3181818181818182
,,IA,16840,Iowa,Story,4,17,23270,19.3181818181818182
,,IA,16840,Iowa,Story,5,17,18083,19.3181818181818182
,,IA,16840,Iowa,Story,6,3,1032,3.4090909090909091
,,IA,16850,Iowa,Tama,1,25,22698,20.6611570247933884
,,IA,16850,Iowa,Tama,2,23,17356,19.0082644628099174
,,IA,16850,Iowa,Tama,3,23,22199,19.0082644628099174
,,IA,16850,Iowa,Tama,4,23,26849,19.0082644628099174
,,IA,16850,Iowa,Tama,5,23,21999,19.0082644628099174
,,IA,16850,Iowa,Tama,6,4,1281,3.3057851239669421
,,IA,16860,Iowa,Taylor,1,10,5688,18.8679245283018868
,,IA,16860,Iowa,Taylor,2,10,9560,18.8679245283018868
,,IA,16860,Iowa,Taylor,3,10,9365,18.8679245283018868
,,IA,16860,Iowa,Taylor,4,10,13884,18.8679245283018868
,,IA,16860,Iowa,Taylor,5,10,10852,18.8679245283018868
,,IA,16860,Iowa,Taylor,6,3,1032,5.6603773584905660
,,IA,16870,Iowa,Union,1,21,27061,20.7920792079207921
,,IA,16870,Iowa,Union,2,19,14830,18.8118811881188119
,,IA,16870,Iowa,Union,3,19,17974,18.8118811881188119
,,IA,16870,Iowa,Union,4,19,22038,18.8118811881188119
,,IA,16870,Iowa,Union,5,19,18317,18.8118811881188119
,,IA,16870,Iowa,Union,6,4,1281,3.9603960396039604
,,IA,16880,Iowa,Van Buren,1,18,19859,20.0000000000000000
,,IA,16880,Iowa,Van Buren,2,17,14842,18.8888888888888889
,,IA,16880,Iowa,Van Buren,3,17,16349,18.8888888888888889
,,IA,16880,Iowa,Van Buren,4,17,21716,18.8888888888888889
,,IA,16880,Iowa,Van Buren,5,17,17365,18.8888888888888889
,,IA,16880,Iowa,Van Buren,6,4,1281,4.4444444444444444
,,IA,16890,Iowa,Wapello,1,15,16007,19.2307692307692308
,,IA,16890,Iowa,Wapello,2,15,13938,19.2307692307692308
,,IA,16890,Iowa,Wapello,3,15,15726,19.2307692307692308
,,IA,16890,Iowa,Wapello,4,15,21380,19.2307692307692308
,,IA,16890,Iowa,Wapello,5,15,16695,19.2307692307692308
,,IA,16890,Iowa,Wapello,6,3,1032,3.8461538461538462
,,IA,16900,Iowa,Warren,1,24,29424,20.6896551724137931
,,IA,16900,Iowa,Warren,2,22,17731,18.9655172413793103
,,IA,16900,Iowa,Warren,3,22,21735,18.9655172413793103
,,IA,16900,Iowa,Warren,4,22,26935,18.9655172413793103
,,IA,16900,Iowa,Warren,5,22,21980,18.9655172413793103
,,IA,16900,Iowa,Warren,6,4,1281,3.4482758620689655
,,IA,16910,Iowa,Washington,1,21,27518,20.7920792079207921
,,IA,16910,Iowa,Washington,2,19,15832,18.8118811881188119
,,IA,16910,Iowa,Washington,3,19,18051,18.8118811881188119
,,IA,16910,Iowa,Washington,4,19,23649,18.8118811881188119
,,IA,16910,Iowa,Washington,5,19,18859,18.8118811881188119
,,IA,16910,Iowa,Washington,6,4,1281,3.9603960396039604
,,IA,16920,Iowa,Wayne,1,22,27578,20.7547169811320755
,,IA,16920,Iowa,Wayne,2,20,15435,18.8679245283018868
,,IA,16920,Iowa,Wayne,3,20,18718,18.8679245283018868
,,IA,16920,Iowa,Wayne,4,20,23262,18.8679245283018868
,,IA,16920,Iowa,Wayne,5,20,19019,18.8679245283018868
,,IA,16920,Iowa,Wayne,6,4,1281,3.7735849056603774
,,IA,16930,Iowa,Webster,1,18,10731,19.3548387096774194
,,IA,16930,Iowa,Webster,2,18,15432,19.3548387096774194
,,IA,16930,Iowa,Webster,3,18,18241,19.3548387096774194
,,IA,16930,Iowa,Webster,4,18,24258,19.3548387096774194
,,IA,16930,Iowa,Webster,5,18,18883,19.3548387096774194
,,IA,16930,Iowa,Webster,6,3,1032,3.2258064516129032
,,IA,16940,Iowa,Winnebago,1,25,29394,20.6611570247933884
,,IA,16940,Iowa,Winnebago,2,23,17356,19.0082644628099174
,,IA,16940,Iowa,Winnebago,3,23,22199,19.0082644628099174
,,IA,16940,Iowa,Winnebago,4,23,26849,19.0082644628099174
,,IA,16940,Iowa,Winnebago,5,23,21999,19.0082644628099174
,,IA,16940,Iowa,Winnebago,6,4,1281,3.3057851239669421
,,IA,16950,Iowa,Winneshiek,1,16,16109,19.0476190476190476
,,IA,16950,Iowa,Winneshiek,2,16,14348,19.0476190476190476
,,IA,16950,Iowa,Winneshiek,3,16,16619,19.0476190476190476
,,IA,16950,Iowa,Winneshiek,4,16,21910,19.0476190476190476
,,IA,16950,Iowa,Winneshiek,5,16,17591,19.0476190476190476
,,IA,16950,Iowa,Winneshiek,6,4,1545,4.7619047619047619
,,IA,16960,Iowa,Woodbury,1,20,28006,20.8333333333333333
,,IA,16960,Iowa,Woodbury,2,18,16189,18.7500000000000000
,,IA,16960,Iowa,Woodbury,3,18,19052,18.7500000000000000
,,IA,16960,Iowa,Woodbury,4,18,23971,18.7500000000000000
,,IA,16960,Iowa,Woodbury,5,18,19580,18.7500000000000000
,,IA,16960,Iowa,Woodbury,6,4,1281,4.1666666666666667
,,IA,16970,Iowa,Worth,1,24,28432,20.6896551724137931
,,IA,16970,Iowa,Worth,2,22,16342,18.9655172413793103
,,IA,16970,Iowa,Worth,3,22,20413,18.9655172413793103
,,IA,16970,Iowa,Worth,4,22,24873,18.9655172413793103
,,IA,16970,Iowa,Worth,5,22,20399,18.9655172413793103
,,IA,16970,Iowa,Worth,6,4,1281,3.4482758620689655
,,IA,16980,Iowa,Wright,1,23,21784,20.7207207207207207
,,IA,16980,Iowa,Wright,2,21,16348,18.9189189189189189
,,IA,16980,Iowa,Wright,3,21,20573,18.9189189189189189
,,IA,16980,Iowa,Wright,4,21,24959,18.9189189189189189
,,IA,16980,Iowa,Wright,5,21,20611,18.9189189189189189
,,IA,16980,Iowa,Wright,6,4,1281,3.6036036036036036
,,ID,13000,Idaho,Ada,1,27,15791,19.5652173913043478
,,ID,13000,Idaho,Ada,2,26,19975,18.8405797101449275
,,ID,13000,Idaho,Ada,3,26,25829,18.8405797101449275
,,ID,13000,Idaho,Ada,4,26,26709,18.8405797101449275
,,ID,13000,Idaho,Ada,5,26,23431,18.8405797101449275
,,ID,13000,Idaho,Ada,6,7,1330,5.0724637681159420
,,ID,13010,Idaho,Adams,1,14,6765,18.6666666666666667
,,ID,13010,Idaho,Adams,2,14,8807,18.6666666666666667
,,ID,13010,Idaho,Adams,3,14,14006,18.6666666666666667
,,ID,13010,Idaho,Adams,4,14,13381,18.6666666666666667
,,ID,13010,Idaho,Adams,5,14,11919,18.6666666666666667
,,ID,13010,Idaho,Adams,6,5,950,6.6666666666666667
,,ID,13020,Idaho,Bannock,1,16,6593,18.6046511627906977
,,ID,13020,Idaho,Bannock,2,16,9496,18.6046511627906977
,,ID,13020,Idaho,Bannock,3,16,13432,18.6046511627906977
,,ID,13020,Idaho,Bannock,4,16,13699,18.6046511627906977
,,ID,13020,Idaho,Bannock,5,16,11868,18.6046511627906977
,,ID,13020,Idaho,Bannock,6,6,1140,6.9767441860465116
,,ID,13030,Idaho,Bear Lake,1,7,3295,20.0000000000000000
,,ID,13030,Idaho,Bear Lake,2,7,3540,20.0000000000000000
,,ID,13030,Idaho,Bear Lake,3,7,6011,20.0000000000000000
,,ID,13030,Idaho,Bear Lake,4,7,6787,20.0000000000000000
,,ID,13030,Idaho,Bear Lake,5,7,5282,20.0000000000000000
,,ID,13040,Idaho,Benewah,1,6,2828,20.0000000000000000
,,ID,13040,Idaho,Benewah,2,6,2800,20.0000000000000000
,,ID,13040,Idaho,Benewah,3,6,5638,20.0000000000000000
,,ID,13040,Idaho,Benewah,4,6,5424,20.0000000000000000
,,ID,13040,Idaho,Benewah,5,6,4762,20.0000000000000000
,,ID,13050,Idaho,Bingham,1,16,6593,18.6046511627906977
,,ID,13050,Idaho,Bingham,2,16,9496,18.6046511627906977
,,ID,13050,Idaho,Bingham,3,16,13432,18.6046511627906977
,,ID,13050,Idaho,Bingham,4,16,13699,18.6046511627906977
,,ID,13050,Idaho,Bingham,5,16,11868,18.6046511627906977
,,ID,13050,Idaho,Bingham,6,6,1140,6.9767441860465116
,,ID,13060,Idaho,Blaine,1,13,8189,20.9677419354838710
,,ID,13060,Idaho,Blaine,2,12,8732,19.3548387096774194
,,ID,13060,Idaho,Blaine,3,12,9434,19.3548387096774194
,,ID,13060,Idaho,Blaine,4,12,10640,19.3548387096774194
,,ID,13060,Idaho,Blaine,5,12,9414,19.3548387096774194
,,ID,13060,Idaho,Blaine,6,1,190,1.6129032258064516
,,ID,13070,Idaho,Boise,1,20,9860,18.6915887850467290
,,ID,13070,Idaho,Boise,2,20,16689,18.6915887850467290
,,ID,13070,Idaho,Boise,3,20,20393,18.6915887850467290
,,ID,13070,Idaho,Boise,4,20,21048,18.6915887850467290
,,ID,13070,Idaho,Boise,5,20,18753,18.6915887850467290
,,ID,13070,Idaho,Boise,6,7,1330,6.5420560747663551
,,ID,13080,Idaho,Bonner,1,15,6125,18.7500000000000000
,,ID,13080,Idaho,Bonner,2,15,12838,18.7500000000000000
,,ID,13080,Idaho,Bonner,3,15,13885,18.7500000000000000
,,ID,13080,Idaho,Bonner,4,15,14010,18.7500000000000000
,,ID,13080,Idaho,Bonner,5,15,13194,18.7500000000000000
,,ID,13080,Idaho,Bonner,6,5,950,6.2500000000000000
,,ID,13090,Idaho,Bonneville,1,18,11027,19.5652173913043478
,,ID,13090,Idaho,Bonneville,2,17,12928,18.4782608695652174
,,ID,13090,Idaho,Bonneville,3,17,17020,18.4782608695652174
,,ID,13090,Idaho,Bonneville,4,17,14764,18.4782608695652174
,,ID,13090,Idaho,Bonneville,5,17,14268,18.4782608695652174
,,ID,13090,Idaho,Bonneville,6,6,1140,6.5217391304347826
,,ID,13100,Idaho,Boundary,1,14,5823,18.6666666666666667
,,ID,13100,Idaho,Boundary,2,14,12168,18.6666666666666667
,,ID,13100,Idaho,Boundary,3,14,12850,18.6666666666666667
,,ID,13100,Idaho,Boundary,4,14,13246,18.6666666666666667
,,ID,13100,Idaho,Boundary,5,14,12410,18.6666666666666667
,,ID,13100,Idaho,Boundary,6,5,950,6.6666666666666667
,,ID,13120,Idaho,Camas,1,9,3614,20.0000000000000000
,,ID,13120,Idaho,Camas,2,9,7184,20.0000000000000000
,,ID,13120,Idaho,Camas,3,9,6625,20.0000000000000000
,,ID,13120,Idaho,Camas,4,9,8426,20.0000000000000000
,,ID,13120,Idaho,Camas,5,9,7148,20.0000000000000000
,,ID,13130,Idaho,Canyon,1,27,15791,19.5652173913043478
,,ID,13130,Idaho,Canyon,2,26,19975,18.8405797101449275
,,ID,13130,Idaho,Canyon,3,26,25829,18.8405797101449275
,,ID,13130,Idaho,Canyon,4,26,26709,18.8405797101449275
,,ID,13130,Idaho,Canyon,5,26,23431,18.8405797101449275
,,ID,13130,Idaho,Canyon,6,7,1330,5.0724637681159420
,,ID,13140,Idaho,Caribou,1,7,3295,20.0000000000000000
,,ID,13140,Idaho,Caribou,2,7,3540,20.0000000000000000
,,ID,13140,Idaho,Caribou,3,7,6011,20.0000000000000000
,,ID,13140,Idaho,Caribou,4,7,6787,20.0000000000000000
,,ID,13140,Idaho,Caribou,5,7,5282,20.0000000000000000
,,ID,13150,Idaho,Cassia,1,15,9161,19.7368421052631579
,,ID,13150,Idaho,Cassia,2,14,8216,18.4210526315789474
,,ID,13150,Idaho,Cassia,3,14,11876,18.4210526315789474
,,ID,13150,Idaho,Cassia,4,14,12012,18.4210526315789474
,,ID,13150,Idaho,Cassia,5,14,10470,18.4210526315789474
,,ID,13150,Idaho,Cassia,6,5,950,6.5789473684210526
,,ID,13160,Idaho,Clark,1,10,3890,18.1818181818181818
,,ID,13160,Idaho,Clark,2,10,6164,18.1818181818181818
,,ID,13160,Idaho,Clark,3,10,8220,18.1818181818181818
,,ID,13160,Idaho,Clark,4,10,8017,18.1818181818181818
,,ID,13160,Idaho,Clark,5,10,7164,18.1818181818181818
,,ID,13160,Idaho,Clark,6,5,950,9.0909090909090909
,,ID,13170,Idaho,Clearwater,1,6,2828,20.0000000000000000
,,ID,13170,Idaho,Clearwater,2,6,2800,20.0000000000000000
,,ID,13170,Idaho,Clearwater,3,6,5638,20.0000000000000000
,,ID,13170,Idaho,Clearwater,4,6,5424,20.0000000000000000
,,ID,13170,Idaho,Clearwater,5,6,4762,20.0000000000000000
,,ID,13180,Idaho,Custer,1,4,1924,20.0000000000000000
,,ID,13180,Idaho,Custer,2,4,2028,20.0000000000000000
,,ID,13180,Idaho,Custer,3,4,3572,20.0000000000000000
,,ID,13180,Idaho,Custer,4,4,3952,20.0000000000000000
,,ID,13180,Idaho,Custer,5,4,3200,20.0000000000000000
,,ID,13190,Idaho,Elmore,1,17,8455,18.8888888888888889
,,ID,13190,Idaho,Elmore,2,17,13963,18.8888888888888889
,,ID,13190,Idaho,Elmore,3,17,17059,18.8888888888888889
,,ID,13190,Idaho,Elmore,4,17,17855,18.8888888888888889
,,ID,13190,Idaho,Elmore,5,17,15867,18.8888888888888889
